case_id,recording_id,input_edf_path,input_sampling_rate_hz,output_sampling_rate_hz,input_n_times,output_n_times,input_duration_seconds,output_duration_seconds,input_channel_count,output_channel_count,output_channel_order,filter_applied,l_freq_hz,h_freq_hz,notch_applied,resampling_applied,rereferencing_applied,normalization_applied,before_expected_ictal_annotation_count,before_observed_ictal_annotation_count,before_ictal_annotation_count_match,before_all_ictal_annotations_inside_raw,after_expected_ictal_annotation_count,after_observed_ictal_annotation_count,after_ictal_annotation_count_match,after_all_ictal_annotations_inside_raw,output_fif_path,output_file_size_bytes,output_sha256,preprocessing_version,harmonization_policy_version,channel_set_name,mne_version,git_commit,run_timestamp_utc,processing_status
chb01,chb01_11,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_11.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_11_preproc-v1_raw.fif,62728717,8d38085c57c757f09aff21bd4097ad6970213d13d81a50da706dffc344ffd185,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_12,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_12.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_12_preproc-v1_raw.fif,62728717,843eab196550b414322c7e6910e030f18a470b40414ee93d06a5c1832365368e,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_13,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_13.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_13_preproc-v1_raw.fif,62728717,4d5d73f9660620cf05b5203141a59aeba1336e8a81b54da97d00c7e455c26cd9,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_14,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_14.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_14_preproc-v1_raw.fif,62728717,dc28df258da853d19588304debd8313210d7f6fec9cfbefa85273a134c92e29c,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_15,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_15.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_15_preproc-v1_raw.fif,62728838,f328970384252feb22fb21bfc117ee309865ccf702586e241e20d362605edabf,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_16,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_16.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_16_preproc-v1_raw.fif,62728838,6c8f0f37b3538ec952fc01e99611c5ada41517820e6265e88863f39406d3df99,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_17,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_17.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_17_preproc-v1_raw.fif,62728717,a745d42903cb3a9c4630755d4d4b4920074eb7cbe63fd32a9ae6e2a652a38ead,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_18,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_18.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_18_preproc-v1_raw.fif,62728838,68a5c1c07a5156e16470a40ac68f130e562498fb6386f32380bdbfc162f696fa,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_19,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_19.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_19_preproc-v1_raw.fif,62728717,1982b9ecaf621cb05a96e929c9315da190a01dd2690e2982f69d6d42ae5eab63,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_20,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_20.edf,256.0,256.0,681728,681728,2663.0,2663.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_20_preproc-v1_raw.fif,46402429,b1b0b0fecaf6487e1a5d4731a14b07cd6927ab29feddac4f8f90cdd851ac0aab,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_21,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_21.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_21_preproc-v1_raw.fif,62728838,35b23909b03b59f2048d82c4e2fa4fef0e68cf8784f28d3f6bd9576999b8a76e,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_22,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_22.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_22_preproc-v1_raw.fif,62728717,bbadb869e62658ffd349d368306681c29ff6846c42ad82145a21e4b055a2395e,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_23,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_23.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_23_preproc-v1_raw.fif,62728717,f8cd22fcd6c3f8f17c0931b03ad732017cae9a5cade8b78f37c6435acec38f06,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_24,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_24.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_24_preproc-v1_raw.fif,62728717,3293482942a11070540a055a76db4be78ca125f998d846f97cf6e1f731a804de,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_25,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_25.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_25_preproc-v1_raw.fif,62728717,36ee00cea99ae33447f7a7663f908d9edf3988ab7ba7e100df637b58b8edbc19,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_26,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_26.edf,256.0,256.0,595200,595200,2325.0,2325.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_26_preproc-v1_raw.fif,40513238,d521af7baaf03569bd0691c5c3d927bbebd2f5cb890ead0f0784c658f9f6d22d,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_27,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_27.edf,256.0,256.0,153600,153600,600.0,600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_27_preproc-v1_raw.fif,10456717,f383202725706012a547b83386c2dd957983373fba850282b34ad1bb58fd38ef,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_29,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_29.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_29_preproc-v1_raw.fif,62728717,4a8bef94047366ccf58a2e9f931b966e4185d590abc0d5bdef4632d503a4009e,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_30,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_30.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_30_preproc-v1_raw.fif,62728717,71375105b57cbf82ad97cfea3109d88c1dcf5078beb1e995b816c877e2f892f6,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_31,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_31.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_31_preproc-v1_raw.fif,62728717,7989dc292921e07d33864461337065a2863db27527f81c2a279b05d88717a9f3,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_32,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_32.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_32_preproc-v1_raw.fif,62728717,3773957fbfd71b2190f8fbfdc845354ca951271e3c67cc1c5d21ed8c89ad390b,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_33,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_33.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_33_preproc-v1_raw.fif,62728717,903cefc5391c7cf7ef77dc3faf664f212807b7cb654338de0e641fc2a3a274a1,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb01,chb01_34,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb01/chb01_34.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb01\chb01_34_preproc-v1_raw.fif,62728717,e08fbf590efff319d67b7377d7e8e8c022193b4bbea3d4322a6d53db533e824e,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
